Student_ID,Department,Semester,Subject_ID,Internal_Marks,External_Marks,Final_Marks,Attendance,Grade,Grade_Point,Pass_Fail
ST03187,Electronics,2,EC104,27,42,69,74,B,7,Pass
ST03187,Electronics,2,EC105,29,26,55,72,C,6,Pass
ST03188,Information Technology,7,IT101,20,37,57,60,C,6,Pass
ST03188,Information Technology,7,IT102,20,69,89,91,A,9,Pass
ST03188,Information Technology,7,IT103,26,49,75,78,B+,8,Pass
ST03188,Information Technology,7,IT104,18,33,51,73,C,6,Pass
ST03188,Information Technology,7,IT105,18,47,65,95,B,7,Pass
ST03189,Information Technology,2,IT101,28,23,51,92,C,6,Pass
ST03189,Information Technology,2,IT102,23,20,43,71,D,5,Pass
ST03189,Information Technology,2,IT103,21,48,69,67,B,7,Pass
ST03189,Information Technology,2,IT104,15,51,66,69,B,7,Pass
ST03189,Information Technology,2,IT105,22,39,61,86,B,7,Pass
ST03190,Civil,6,CV101,21,59,80,97,A,9,Pass
ST03190,Civil,6,CV102,19,42,61,77,B,7,Pass
ST03190,Civil,6,CV103,29,48,77,64,B+,8,Pass
ST03190,Civil,6,CV104,17,34,51,64,C,6,Pass
ST03190,Civil,6,CV105,19,61,80,100,A,9,Pass
ST03191,Electronics,6,EC101,30,25,55,86,C,6,Pass
ST03191,Electronics,6,EC102,25,47,72,81,B+,8,Pass
ST03191,Electronics,6,EC103,15,39,54,60,C,6,Pass
ST03191,Electronics,6,EC104,18,25,43,94,D,5,Pass
ST03191,Electronics,6,EC105,24,44,68,90,B,7,Pass
ST03192,Civil,2,CV101,29,50,79,62,B+,8,Pass
ST03192,Civil,2,CV102,23,38,61,75,B,7,Pass
ST03192,Civil,2,CV103,15,34,49,86,D,5,Pass
ST03192,Civil,2,CV104,22,30,52,97,C,6,Pass
ST03192,Civil,2,CV105,20,26,46,88,D,5,Pass
ST03193,Business Analytics,1,BA101,24,44,68,87,B,7,Pass
ST03193,Business Analytics,1,BA102,23,56,79,89,B+,8,Pass
ST03193,Business Analytics,1,BA103,24,58,82,89,A,9,Pass
ST03193,Business Analytics,1,BA104,19,33,52,65,C,6,Pass
ST03193,Business Analytics,1,BA105,25,23,48,69,D,5,Pass
ST03194,Civil,1,CV101,19,49,68,67,B,7,Pass
ST03194,Civil,1,CV102,27,40,67,100,B,7,Pass
ST03194,Civil,1,CV103,26,51,77,70,B+,8,Pass
ST03194,Civil,1,CV104,20,44,64,61,B,7,Pass
ST03194,Civil,1,CV105,19,32,51,96,C,6,Pass
ST03195,Civil,2,CV101,17,31,48,95,D,5,Pass
ST03195,Civil,2,CV102,28,50,78,69,B+,8,Pass
ST03195,Civil,2,CV103,27,26,53,72,C,6,Pass
ST03195,Civil,2,CV104,17,46,63,75,B,7,Pass
ST03195,Civil,2,CV105,27,53,80,73,A,9,Pass
ST03196,Civil,8,CV101,16,33,49,96,D,5,Pass
ST03196,Civil,8,CV102,26,49,75,73,B+,8,Pass
ST03196,Civil,8,CV103,26,52,78,87,B+,8,Pass
ST03196,Civil,8,CV104,21,38,59,98,C,6,Pass
ST03196,Civil,8,CV105,21,35,56,77,C,6,Pass
ST03197,Artificial Intelligence,7,AI101,25,47,72,71,B+,8,Pass
ST03197,Artificial Intelligence,7,AI102,22,26,48,72,D,5,Pass
ST03197,Artificial Intelligence,7,AI103,24,56,80,74,A,9,Pass
ST03197,Artificial Intelligence,7,AI104,28,63,91,60,A+,10,Pass
ST03197,Artificial Intelligence,7,AI105,28,70,98,97,A+,10,Pass
ST03198,Civil,7,CV101,24,52,76,90,B+,8,Pass
ST03198,Civil,7,CV102,15,46,61,93,B,7,Pass
ST03198,Civil,7,CV103,30,42,72,86,B+,8,Pass
ST03198,Civil,7,CV104,17,60,77,86,B+,8,Pass
ST03198,Civil,7,CV105,28,58,86,93,A,9,Pass
ST03199,Information Technology,7,IT101,30,64,94,99,A+,10,Pass
ST03199,Information Technology,7,IT102,15,64,79,68,B+,8,Pass
ST03199,Information Technology,7,IT103,29,42,71,88,B+,8,Pass
ST03199,Information Technology,7,IT104,19,62,81,83,A,9,Pass
ST03199,Information Technology,7,IT105,28,21,49,90,D,5,Pass
ST03200,Electronics,2,EC101,24,30,54,84,C,6,Pass
ST03200,Electronics,2,EC102,19,35,54,65,C,6,Pass
ST03200,Electronics,2,EC103,19,70,89,65,A,9,Pass
ST03200,Electronics,2,EC104,28,29,57,87,C,6,Pass
ST03200,Electronics,2,EC105,22,41,63,60,B,7,Pass
ST03201,Mechanical,1,ME101,18,39,57,97,C,6,Pass
ST03201,Mechanical,1,ME102,19,66,85,84,A,9,Pass
ST03201,Mechanical,1,ME103,15,68,83,80,A,9,Pass
ST03201,Mechanical,1,ME104,25,54,79,67,B+,8,Pass
ST03201,Mechanical,1,ME105,28,29,57,62,C,6,Pass
ST03202,Information Technology,3,IT101,20,63,83,79,A,9,Pass
ST03202,Information Technology,3,IT102,27,59,86,92,A,9,Pass
ST03202,Information Technology,3,IT103,28,20,48,65,D,5,Pass
ST03202,Information Technology,3,IT104,29,25,54,84,C,6,Pass
ST03202,Information Technology,3,IT105,28,41,69,98,B,7,Pass
ST03203,Computer Science,4,CS101,27,60,87,80,A,9,Pass
ST03203,Computer Science,4,CS102,19,46,65,79,B,7,Pass
ST03203,Computer Science,4,CS103,25,56,81,95,A,9,Pass
ST03203,Computer Science,4,CS104,30,66,96,90,A+,10,Pass
ST03203,Computer Science,4,CS105,22,66,88,96,A,9,Pass
ST03204,Business Analytics,3,BA101,30,52,82,94,A,9,Pass
ST03204,Business Analytics,3,BA102,16,45,61,100,B,7,Pass
ST03204,Business Analytics,3,BA103,25,67,92,89,A+,10,Pass
ST03204,Business Analytics,3,BA104,23,40,63,93,B,7,Pass
ST03204,Business Analytics,3,BA105,15,43,58,94,C,6,Pass
ST03205,Business Analytics,4,BA101,25,52,77,71,B+,8,Pass
ST03205,Business Analytics,4,BA102,30,20,50,64,C,6,Pass
ST03205,Business Analytics,4,BA103,23,28,51,63,C,6,Pass
ST03205,Business Analytics,4,BA104,19,63,82,82,A,9,Pass
ST03205,Business Analytics,4,BA105,25,70,95,65,A+,10,Pass
ST03206,Electronics,2,EC101,20,41,61,72,B,7,Pass
ST03206,Electronics,2,EC102,20,55,75,81,B+,8,Pass
ST03206,Electronics,2,EC103,20,37,57,86,C,6,Pass
ST03206,Electronics,2,EC104,21,30,51,90,C,6,Pass
ST03206,Electronics,2,EC105,17,52,69,74,B,7,Pass
ST03207,Artificial Intelligence,4,AI101,29,40,69,98,B,7,Pass
ST03207,Artificial Intelligence,4,AI102,29,50,79,65,B+,8,Pass
ST03207,Artificial Intelligence,4,AI103,17,54,71,94,B+,8,Pass
ST03207,Artificial Intelligence,4,AI104,19,41,60,69,B,7,Pass
ST03207,Artificial Intelligence,4,AI105,20,44,64,86,B,7,Pass
ST03208,Mechanical,8,ME101,22,31,53,78,C,6,Pass
ST03208,Mechanical,8,ME102,18,66,84,75,A,9,Pass
ST03208,Mechanical,8,ME103,18,26,44,94,D,5,Pass
ST03208,Mechanical,8,ME104,28,41,69,100,B,7,Pass
ST03208,Mechanical,8,ME105,20,49,69,81,B,7,Pass
ST03209,Mechanical,3,ME101,17,66,83,75,A,9,Pass
ST03209,Mechanical,3,ME102,28,32,60,75,B,7,Pass
ST03209,Mechanical,3,ME103,25,48,73,94,B+,8,Pass
ST03209,Mechanical,3,ME104,27,36,63,89,B,7,Pass
ST03209,Mechanical,3,ME105,24,53,77,61,B+,8,Pass
ST03210,Electronics,5,EC101,15,20,35,80,F,0,Fail
ST03210,Electronics,5,EC102,18,43,61,98,B,7,Pass
ST03210,Electronics,5,EC103,29,28,57,76,C,6,Pass
ST03210,Electronics,5,EC104,29,65,94,85,A+,10,Pass
ST03210,Electronics,5,EC105,17,51,68,85,B,7,Pass
ST03211,Electronics,6,EC101,21,31,52,63,C,6,Pass
ST03211,Electronics,6,EC102,22,50,72,78,B+,8,Pass
ST03211,Electronics,6,EC103,19,21,40,79,D,5,Pass
ST03211,Electronics,6,EC104,29,59,88,70,A,9,Pass
ST03211,Electronics,6,EC105,16,66,82,98,A,9,Pass
ST03212,Electronics,8,EC101,26,25,51,97,C,6,Pass
ST03212,Electronics,8,EC102,30,39,69,82,B,7,Pass
ST03212,Electronics,8,EC103,16,39,55,65,C,6,Pass
ST03212,Electronics,8,EC104,21,40,61,63,B,7,Pass
ST03212,Electronics,8,EC105,20,45,65,82,B,7,Pass
ST03213,Data Science,1,DS101,25,54,79,77,B+,8,Pass
ST03213,Data Science,1,DS102,15,25,40,72,D,5,Pass
ST03213,Data Science,1,DS103,15,56,71,96,B+,8,Pass
ST03213,Data Science,1,DS104,15,34,49,97,D,5,Pass
ST03213,Data Science,1,DS105,22,63,85,89,A,9,Pass
ST03214,Information Technology,7,IT101,18,60,78,65,B+,8,Pass
ST03214,Information Technology,7,IT102,30,57,87,63,A,9,Pass
ST03214,Information Technology,7,IT103,21,22,43,75,D,5,Pass
ST03214,Information Technology,7,IT104,27,36,63,97,B,7,Pass
ST03214,Information Technology,7,IT105,24,54,78,85,B+,8,Pass
ST03215,Computer Science,7,CS101,24,25,49,69,D,5,Pass
ST03215,Computer Science,7,CS102,23,31,54,75,C,6,Pass
ST03215,Computer Science,7,CS103,28,68,96,77,A+,10,Pass
ST03215,Computer Science,7,CS104,22,20,42,96,D,5,Pass
ST03215,Computer Science,7,CS105,23,55,78,75,B+,8,Pass
ST03216,Business Analytics,6,BA101,24,24,48,76,D,5,Pass
ST03216,Business Analytics,6,BA102,29,53,82,92,A,9,Pass
ST03216,Business Analytics,6,BA103,19,49,68,72,B,7,Pass
ST03216,Business Analytics,6,BA104,16,62,78,64,B+,8,Pass
ST03216,Business Analytics,6,BA105,23,38,61,93,B,7,Pass
ST03217,Data Science,1,DS101,18,27,45,69,D,5,Pass
ST03217,Data Science,1,DS102,16,27,43,89,D,5,Pass
ST03217,Data Science,1,DS103,20,35,55,90,C,6,Pass
ST03217,Data Science,1,DS104,23,58,81,84,A,9,Pass
ST03217,Data Science,1,DS105,22,29,51,90,C,6,Pass
ST03218,Artificial Intelligence,5,AI101,15,23,38,71,F,0,Fail
ST03218,Artificial Intelligence,5,AI102,18,36,54,98,C,6,Pass
ST03218,Artificial Intelligence,5,AI103,24,60,84,66,A,9,Pass
ST03218,Artificial Intelligence,5,AI104,17,35,52,63,C,6,Pass
ST03218,Artificial Intelligence,5,AI105,17,28,45,69,D,5,Pass
ST03219,Electronics,1,EC101,22,36,58,95,C,6,Pass
ST03219,Electronics,1,EC102,25,45,70,96,B+,8,Pass
ST03219,Electronics,1,EC103,24,34,58,65,C,6,Pass
ST03219,Electronics,1,EC104,20,25,45,95,D,5,Pass
ST03219,Electronics,1,EC105,25,36,61,60,B,7,Pass
ST03220,Artificial Intelligence,6,AI101,15,43,58,75,C,6,Pass
ST03220,Artificial Intelligence,6,AI102,19,52,71,78,B+,8,Pass
ST03220,Artificial Intelligence,6,AI103,20,41,61,71,B,7,Pass
ST03220,Artificial Intelligence,6,AI104,29,22,51,87,C,6,Pass
ST03220,Artificial Intelligence,6,AI105,28,67,95,91,A+,10,Pass
ST03221,Artificial Intelligence,6,AI101,22,34,56,63,C,6,Pass
ST03221,Artificial Intelligence,6,AI102,22,20,42,87,D,5,Pass
ST03221,Artificial Intelligence,6,AI103,16,54,70,66,B+,8,Pass
ST03221,Artificial Intelligence,6,AI104,20,43,63,94,B,7,Pass
ST03221,Artificial Intelligence,6,AI105,29,37,66,93,B,7,Pass
ST03222,Artificial Intelligence,6,AI101,18,56,74,99,B+,8,Pass
ST03222,Artificial Intelligence,6,AI102,16,60,76,80,B+,8,Pass
ST03222,Artificial Intelligence,6,AI103,24,48,72,93,B+,8,Pass
ST03222,Artificial Intelligence,6,AI104,28,35,63,83,B,7,Pass
ST03222,Artificial Intelligence,6,AI105,28,56,84,65,A,9,Pass
ST03223,Electronics,5,EC101,25,40,65,93,B,7,Pass
ST03223,Electronics,5,EC102,28,65,93,66,A+,10,Pass
ST03223,Electronics,5,EC103,16,58,74,93,B+,8,Pass
ST03223,Electronics,5,EC104,20,38,58,73,C,6,Pass
ST03223,Electronics,5,EC105,27,63,90,66,A+,10,Pass
ST03224,Mechanical,8,ME101,24,56,80,96,A,9,Pass
ST03224,Mechanical,8,ME102,17,33,50,98,C,6,Pass
ST03224,Mechanical,8,ME103,18,42,60,72,B,7,Pass
ST03224,Mechanical,8,ME104,24,56,80,100,A,9,Pass
ST03224,Mechanical,8,ME105,23,55,78,85,B+,8,Pass
ST03225,Electronics,7,EC101,30,21,51,97,C,6,Pass
ST03225,Electronics,7,EC102,18,35,53,96,C,6,Pass
ST03225,Electronics,7,EC103,17,48,65,77,B,7,Pass
ST03225,Electronics,7,EC104,19,20,39,88,F,0,Fail
ST03225,Electronics,7,EC105,18,62,80,61,A,9,Pass
ST03226,Computer Science,3,CS101,21,60,81,91,A,9,Pass
ST03226,Computer Science,3,CS102,26,39,65,63,B,7,Pass
ST03226,Computer Science,3,CS103,22,51,73,63,B+,8,Pass
ST03226,Computer Science,3,CS104,30,69,99,77,A+,10,Pass
ST03226,Computer Science,3,CS105,24,51,75,68,B+,8,Pass
ST03227,Civil,5,CV101,29,41,70,65,B+,8,Pass
ST03227,Civil,5,CV102,29,63,92,82,A+,10,Pass
ST03227,Civil,5,CV103,17,51,68,80,B,7,Pass
ST03227,Civil,5,CV104,29,67,96,67,A+,10,Pass
ST03227,Civil,5,CV105,26,62,88,97,A,9,Pass
ST03228,Information Technology,2,IT101,18,43,61,69,B,7,Pass
ST03228,Information Technology,2,IT102,18,39,57,70,C,6,Pass
ST03228,Information Technology,2,IT103,19,35,54,60,C,6,Pass
ST03228,Information Technology,2,IT104,15,34,49,80,D,5,Pass
ST03228,Information Technology,2,IT105,16,50,66,87,B,7,Pass
ST03229,Civil,8,CV101,30,32,62,65,B,7,Pass
ST03229,Civil,8,CV102,15,62,77,83,B+,8,Pass
ST03229,Civil,8,CV103,24,39,63,90,B,7,Pass
ST03229,Civil,8,CV104,22,44,66,98,B,7,Pass
ST03229,Civil,8,CV105,29,43,72,66,B+,8,Pass
ST03230,Information Technology,3,IT101,28,65,93,77,A+,10,Pass
ST03230,Information Technology,3,IT102,16,20,36,72,F,0,Fail
ST03230,Information Technology,3,IT103,19,66,85,88,A,9,Pass
ST03230,Information Technology,3,IT104,20,64,84,93,A,9,Pass
ST03230,Information Technology,3,IT105,25,22,47,92,D,5,Pass
ST03231,Civil,1,CV101,25,65,90,85,A+,10,Pass
ST03231,Civil,1,CV102,26,60,86,90,A,9,Pass
ST03231,Civil,1,CV103,28,22,50,86,C,6,Pass
ST03231,Civil,1,CV104,28,39,67,85,B,7,Pass
ST03231,Civil,1,CV105,25,43,68,95,B,7,Pass
ST03232,Information Technology,2,IT101,23,52,75,69,B+,8,Pass
ST03232,Information Technology,2,IT102,18,52,70,82,B+,8,Pass
ST03232,Information Technology,2,IT103,28,55,83,94,A,9,Pass
ST03232,Information Technology,2,IT104,23,40,63,86,B,7,Pass
ST03232,Information Technology,2,IT105,20,52,72,92,B+,8,Pass
ST03233,Artificial Intelligence,3,AI101,25,49,74,75,B+,8,Pass
ST03233,Artificial Intelligence,3,AI102,25,37,62,67,B,7,Pass
ST03233,Artificial Intelligence,3,AI103,28,35,63,98,B,7,Pass
ST03233,Artificial Intelligence,3,AI104,26,30,56,81,C,6,Pass
ST03233,Artificial Intelligence,3,AI105,23,20,43,95,D,5,Pass
ST03234,Civil,1,CV101,29,36,65,60,B,7,Pass
ST03234,Civil,1,CV102,29,43,72,68,B+,8,Pass
ST03234,Civil,1,CV103,16,59,75,87,B+,8,Pass
ST03234,Civil,1,CV104,20,60,80,69,A,9,Pass
ST03234,Civil,1,CV105,30,46,76,94,B+,8,Pass
ST03235,Information Technology,5,IT101,16,49,65,89,B,7,Pass
ST03235,Information Technology,5,IT102,20,28,48,74,D,5,Pass
ST03235,Information Technology,5,IT103,18,54,72,72,B+,8,Pass
ST03235,Information Technology,5,IT104,22,25,47,70,D,5,Pass
ST03235,Information Technology,5,IT105,17,24,41,76,D,5,Pass
ST03236,Mechanical,5,ME101,18,35,53,76,C,6,Pass
ST03236,Mechanical,5,ME102,16,70,86,61,A,9,Pass
ST03236,Mechanical,5,ME103,30,67,97,84,A+,10,Pass
ST03236,Mechanical,5,ME104,21,54,75,93,B+,8,Pass
ST03236,Mechanical,5,ME105,30,44,74,86,B+,8,Pass
ST03237,Civil,6,CV101,21,25,46,92,D,5,Pass
ST03237,Civil,6,CV102,18,68,86,90,A,9,Pass
ST03237,Civil,6,CV103,18,27,45,71,D,5,Pass
ST03237,Civil,6,CV104,21,39,60,60,B,7,Pass
ST03237,Civil,6,CV105,19,46,65,62,B,7,Pass
ST03238,Computer Science,5,CS101,27,57,84,94,A,9,Pass
ST03238,Computer Science,5,CS102,28,35,63,66,B,7,Pass
ST03238,Computer Science,5,CS103,23,63,86,90,A,9,Pass
ST03238,Computer Science,5,CS104,24,26,50,97,C,6,Pass
ST03238,Computer Science,5,CS105,18,42,60,69,B,7,Pass
ST03239,Civil,7,CV101,25,43,68,93,B,7,Pass
ST03239,Civil,7,CV102,28,56,84,99,A,9,Pass
ST03239,Civil,7,CV103,30,29,59,63,C,6,Pass
ST03239,Civil,7,CV104,26,58,84,93,A,9,Pass
ST03239,Civil,7,CV105,18,44,62,77,B,7,Pass
ST03240,Mechanical,3,ME101,24,24,48,64,D,5,Pass
ST03240,Mechanical,3,ME102,18,69,87,68,A,9,Pass
ST03240,Mechanical,3,ME103,28,64,92,89,A+,10,Pass
ST03240,Mechanical,3,ME104,22,26,48,71,D,5,Pass
ST03240,Mechanical,3,ME105,15,63,78,75,B+,8,Pass
ST03241,Computer Science,3,CS101,15,62,77,82,B+,8,Pass
ST03241,Computer Science,3,CS102,15,24,39,93,F,0,Fail
ST03241,Computer Science,3,CS103,18,36,54,96,C,6,Pass
ST03241,Computer Science,3,CS104,22,31,53,84,C,6,Pass
ST03241,Computer Science,3,CS105,23,55,78,97,B+,8,Pass
ST03242,Artificial Intelligence,2,AI101,26,23,49,91,D,5,Pass
ST03242,Artificial Intelligence,2,AI102,22,68,90,90,A+,10,Pass
ST03242,Artificial Intelligence,2,AI103,17,39,56,77,C,6,Pass
ST03242,Artificial Intelligence,2,AI104,27,56,83,61,A,9,Pass
ST03242,Artificial Intelligence,2,AI105,16,49,65,81,B,7,Pass
ST03243,Data Science,8,DS101,17,36,53,96,C,6,Pass
ST03243,Data Science,8,DS102,23,58,81,63,A,9,Pass
ST03243,Data Science,8,DS103,28,65,93,96,A+,10,Pass
ST03243,Data Science,8,DS104,29,50,79,88,B+,8,Pass
ST03243,Data Science,8,DS105,17,57,74,84,B+,8,Pass
ST03244,Artificial Intelligence,1,AI101,18,29,47,91,D,5,Pass
ST03244,Artificial Intelligence,1,AI102,15,33,48,79,D,5,Pass
ST03244,Artificial Intelligence,1,AI103,15,21,36,79,F,0,Fail
ST03244,Artificial Intelligence,1,AI104,16,65,81,81,A,9,Pass
ST03244,Artificial Intelligence,1,AI105,27,59,86,61,A,9,Pass
ST03245,Mechanical,8,ME101,21,66,87,90,A,9,Pass
ST03245,Mechanical,8,ME102,30,55,85,71,A,9,Pass
ST03245,Mechanical,8,ME103,29,42,71,62,B+,8,Pass
ST03245,Mechanical,8,ME104,17,46,63,69,B,7,Pass
ST03245,Mechanical,8,ME105,15,62,77,67,B+,8,Pass
ST03246,Data Science,4,DS101,30,53,83,100,A,9,Pass
ST03246,Data Science,4,DS102,30,59,89,69,A,9,Pass
ST03246,Data Science,4,DS103,22,34,56,82,C,6,Pass
ST03246,Data Science,4,DS104,22,51,73,62,B+,8,Pass
ST03246,Data Science,4,DS105,21,36,57,77,C,6,Pass
ST03247,Computer Science,4,CS101,19,36,55,86,C,6,Pass
ST03247,Computer Science,4,CS102,27,27,54,66,C,6,Pass
ST03247,Computer Science,4,CS103,25,39,64,76,B,7,Pass
ST03247,Computer Science,4,CS104,28,26,54,70,C,6,Pass
ST03247,Computer Science,4,CS105,29,53,82,95,A,9,Pass
ST03248,Information Technology,8,IT101,22,29,51,74,C,6,Pass
ST03248,Information Technology,8,IT102,28,44,72,89,B+,8,Pass
ST03248,Information Technology,8,IT103,27,20,47,84,D,5,Pass
ST03248,Information Technology,8,IT104,16,70,86,75,A,9,Pass
ST03248,Information Technology,8,IT105,18,42,60,81,B,7,Pass
ST03249,Business Analytics,3,BA101,29,40,69,60,B,7,Pass
ST03249,Business Analytics,3,BA102,19,66,85,75,A,9,Pass
ST03249,Business Analytics,3,BA103,18,69,87,74,A,9,Pass
ST03249,Business Analytics,3,BA104,22,46,68,94,B,7,Pass
ST03249,Business Analytics,3,BA105,17,45,62,84,B,7,Pass
ST03250,Information Technology,3,IT101,21,41,62,99,B,7,Pass
ST03250,Information Technology,3,IT102,30,54,84,88,A,9,Pass
ST03250,Information Technology,3,IT103,22,60,82,72,A,9,Pass
ST03250,Information Technology,3,IT104,21,68,89,60,A,9,Pass
ST03250,Information Technology,3,IT105,26,50,76,88,B+,8,Pass
ST03251,Mechanical,4,ME101,24,53,77,99,B+,8,Pass
ST03251,Mechanical,4,ME102,18,41,59,74,C,6,Pass
ST03251,Mechanical,4,ME103,17,58,75,82,B+,8,Pass
ST03251,Mechanical,4,ME104,20,39,59,63,C,6,Pass
ST03251,Mechanical,4,ME105,20,40,60,98,B,7,Pass
ST03252,Information Technology,1,IT101,15,62,77,87,B+,8,Pass
ST03252,Information Technology,1,IT102,21,66,87,62,A,9,Pass
ST03252,Information Technology,1,IT103,25,22,47,89,D,5,Pass
ST03252,Information Technology,1,IT104,30,35,65,76,B,7,Pass
ST03252,Information Technology,1,IT105,16,20,36,81,F,0,Fail
ST03253,Information Technology,4,IT101,21,20,41,82,D,5,Pass
ST03253,Information Technology,4,IT102,15,21,36,60,F,0,Fail
ST03253,Information Technology,4,IT103,24,50,74,70,B+,8,Pass
ST03253,Information Technology,4,IT104,22,61,83,98,A,9,Pass
ST03253,Information Technology,4,IT105,30,23,53,94,C,6,Pass
ST03254,Artificial Intelligence,6,AI101,23,37,60,72,B,7,Pass
ST03254,Artificial Intelligence,6,AI102,27,58,85,88,A,9,Pass
ST03254,Artificial Intelligence,6,AI103,29,43,72,100,B+,8,Pass
ST03254,Artificial Intelligence,6,AI104,30,21,51,62,C,6,Pass
ST03254,Artificial Intelligence,6,AI105,27,32,59,63,C,6,Pass
ST03255,Information Technology,7,IT101,28,46,74,91,B+,8,Pass
ST03255,Information Technology,7,IT102,24,34,58,61,C,6,Pass
ST03255,Information Technology,7,IT103,17,51,68,89,B,7,Pass
ST03255,Information Technology,7,IT104,24,51,75,79,B+,8,Pass
ST03255,Information Technology,7,IT105,30,46,76,68,B+,8,Pass
ST03256,Artificial Intelligence,7,AI101,28,39,67,88,B,7,Pass
ST03256,Artificial Intelligence,7,AI102,29,41,70,69,B+,8,Pass
ST03256,Artificial Intelligence,7,AI103,20,37,57,95,C,6,Pass
ST03256,Artificial Intelligence,7,AI104,20,45,65,71,B,7,Pass
ST03256,Artificial Intelligence,7,AI105,18,20,38,86,F,0,Fail
ST03257,Information Technology,7,IT101,18,53,71,97,B+,8,Pass
ST03257,Information Technology,7,IT102,16,64,80,70,A,9,Pass
ST03257,Information Technology,7,IT103,28,49,77,82,B+,8,Pass
ST03257,Information Technology,7,IT104,29,67,96,95,A+,10,Pass
ST03257,Information Technology,7,IT105,30,59,89,85,A,9,Pass
ST03258,Information Technology,4,IT101,24,50,74,65,B+,8,Pass
ST03258,Information Technology,4,IT102,18,63,81,77,A,9,Pass
ST03258,Information Technology,4,IT103,18,56,74,69,B+,8,Pass
ST03258,Information Technology,4,IT104,15,63,78,85,B+,8,Pass
ST03258,Information Technology,4,IT105,17,44,61,89,B,7,Pass
ST03259,Electronics,4,EC101,21,33,54,84,C,6,Pass
ST03259,Electronics,4,EC102,30,32,62,98,B,7,Pass
ST03259,Electronics,4,EC103,22,35,57,61,C,6,Pass
ST03259,Electronics,4,EC104,22,36,58,74,C,6,Pass
ST03259,Electronics,4,EC105,24,45,69,89,B,7,Pass
ST03260,Artificial Intelligence,2,AI101,16,59,75,65,B+,8,Pass
ST03260,Artificial Intelligence,2,AI102,22,43,65,73,B,7,Pass
ST03260,Artificial Intelligence,2,AI103,16,61,77,71,B+,8,Pass
ST03260,Artificial Intelligence,2,AI104,21,30,51,92,C,6,Pass
ST03260,Artificial Intelligence,2,AI105,22,59,81,63,A,9,Pass
ST03261,Business Analytics,4,BA101,30,37,67,65,B,7,Pass
ST03261,Business Analytics,4,BA102,22,55,77,64,B+,8,Pass
ST03261,Business Analytics,4,BA103,19,25,44,64,D,5,Pass
ST03261,Business Analytics,4,BA104,27,42,69,85,B,7,Pass
ST03261,Business Analytics,4,BA105,28,66,94,69,A+,10,Pass
ST03262,Data Science,7,DS101,27,50,77,87,B+,8,Pass
ST03262,Data Science,7,DS102,25,66,91,95,A+,10,Pass
ST03262,Data Science,7,DS103,27,46,73,98,B+,8,Pass
ST03262,Data Science,7,DS104,29,27,56,100,C,6,Pass
ST03262,Data Science,7,DS105,25,37,62,86,B,7,Pass
ST03263,Information Technology,4,IT101,24,63,87,71,A,9,Pass
ST03263,Information Technology,4,IT102,30,24,54,86,C,6,Pass
ST03263,Information Technology,4,IT103,30,22,52,79,C,6,Pass
ST03263,Information Technology,4,IT104,15,23,38,64,F,0,Fail
ST03263,Information Technology,4,IT105,24,53,77,93,B+,8,Pass
ST03264,Mechanical,1,ME101,24,20,44,76,D,5,Pass
ST03264,Mechanical,1,ME102,29,62,91,79,A+,10,Pass
ST03264,Mechanical,1,ME103,16,25,41,94,D,5,Pass
ST03264,Mechanical,1,ME104,30,57,87,96,A,9,Pass
ST03264,Mechanical,1,ME105,28,57,85,99,A,9,Pass
ST03265,Electronics,6,EC101,22,36,58,93,C,6,Pass
ST03265,Electronics,6,EC102,26,39,65,75,B,7,Pass
ST03265,Electronics,6,EC103,27,39,66,75,B,7,Pass
ST03265,Electronics,6,EC104,24,29,53,64,C,6,Pass
ST03265,Electronics,6,EC105,24,43,67,100,B,7,Pass
ST03266,Electronics,3,EC101,22,47,69,69,B,7,Pass
ST03266,Electronics,3,EC102,20,66,86,66,A,9,Pass
ST03266,Electronics,3,EC103,15,29,44,61,D,5,Pass
ST03266,Electronics,3,EC104,16,21,37,87,F,0,Fail
ST03266,Electronics,3,EC105,21,28,49,90,D,5,Pass
ST03267,Information Technology,7,IT101,26,49,75,79,B+,8,Pass
ST03267,Information Technology,7,IT102,16,48,64,66,B,7,Pass
ST03267,Information Technology,7,IT103,24,49,73,100,B+,8,Pass
ST03267,Information Technology,7,IT104,17,56,73,89,B+,8,Pass
ST03267,Information Technology,7,IT105,15,44,59,63,C,6,Pass
ST03268,Data Science,8,DS101,19,41,60,88,B,7,Pass
ST03268,Data Science,8,DS102,18,26,44,66,D,5,Pass
ST03268,Data Science,8,DS103,19,40,59,95,C,6,Pass
ST03268,Data Science,8,DS104,29,45,74,94,B+,8,Pass
ST03268,Data Science,8,DS105,28,62,90,66,A+,10,Pass
ST03269,Computer Science,1,CS101,19,39,58,86,C,6,Pass
ST03269,Computer Science,1,CS102,20,39,59,92,C,6,Pass
ST03269,Computer Science,1,CS103,23,58,81,98,A,9,Pass
ST03269,Computer Science,1,CS104,18,39,57,75,C,6,Pass
ST03269,Computer Science,1,CS105,26,67,93,95,A+,10,Pass
ST03270,Business Analytics,4,BA101,19,68,87,87,A,9,Pass
ST03270,Business Analytics,4,BA102,20,57,77,72,B+,8,Pass
ST03270,Business Analytics,4,BA103,28,61,89,84,A,9,Pass
ST03270,Business Analytics,4,BA104,18,29,47,63,D,5,Pass
